,actor1,assoc_actor_1,actor2,assoc_actor_2,collab_events,mon_yr,notes,event_id_cnty,event_id_no_cnty
855652,Protesters (Uganda),FDC: Forum for Democratic Change,Gov(Uganda),,,2011-08,"Opposition protesters gather to hold a vigil for a toddler killed by security forces in April 2011 and to demand lower food prices. Police fire tear gas and rubber bullets disperse the crowd. Government officials refer to opposition protesters as militants,",UGA3923,3923
856176,Protesters (Egypt),Muslim Brotherhood,,,1,2011-07,"Various 'unity' protests were held in Alexandria to demand a faster trial for Mubarak, corrupt officials and police involved in attacking protesters. Islamists and Salafists were prominent in some of the protests.",EGY1212,1212
856432,Unidentified Armed Group (Egypt),Gov(Egypt),Protesters (Egypt),,,2011-07,"Thousands of protesters tried to march to the Defense Ministry of Egypt when they were attacked by groups of men wielding knives, sticks, stones and molotov cocktails. At many as 150 people were reported injured in the events. Military forces also fired into the air and used barbed wire blockades to block the protesters march; the attackers seem to have been supporters of the military.",EGY1203,1203
857094,Protesters (Egypt),Muslim Brotherhood,,,1,2011-07,"Tens of thousands of Egyptians crowded into Tahrir Square on Friday, demanding the resignation of the interim government. The Muslim brotherhood was also present. The protest lasted over several days. Roads barricaded on the third day.",EGY1172,1172
857192,Protesters (Egypt),Muslim Brotherhood,,,1,2011-07,Members of the Muslim Brotherhood join an ongoing protest already populated with pro-democracy supporters.,EGY1166,1166
857274,Protesters (Democratic Republic of Congo),UDPS: Union for Democracy and Social Progress,Gov(DRC),,,2011-07,"Police fired into the air to disperse more than 100 demonstrators, mainly supporters of Democratic Republic of Congo opposition leader Etienne Tshisekedi, who were protesting alleged electoral irregularities.",DRC5524,5524
857422,Protesters (Democratic Republic of Congo),Gov(DRC),,,,2011-07,"FARDC members including invalids & older members staged an uprising in Rumangabo, barricading the roads, protesting poor conditions.",DRC5513,5513
857447,Rioters (Egypt),April 6 Youth Movement,Protesters (Egypt),Muslim Brotherhood,,2011-07,"Members of the April 6 Youth Movement allegedly assaulted Muslim Brotherhood members engaged in a rally outside the al-Qaid Ibrahim Mosque in Alexandria. The MB members dispersed to prevent the outbreak of clashes, although the April 6 Youth members allegedly also attacked the transports being used to ferry MB members to and from the venue. A number of injuries were also reported due to stone throwing at both MB members and passersby.",EGY1154,1154
857568,Protesters (Egypt),Teachers (Egypt),Gov(Egypt),,,2011-06,"On 28 June 2011, in a rapid development of events in front of Al Azhar in El-Gamaleya rioters sat on the ground in front of the main doors of the building, making it difficult for the leaders of Al Azhar and the members of the Islamic Research Complex to leave. Security forces intervened. [size=no report]",EGY10397,10397
857613,Protesters (Zimbabwe),ZANU-PF: Zimbabwe African National Union-Patriotic Front,,,1,2011-06,"Over a thousand ZANU PF supporters, bussed in mainly from rural areas, stormed the offices of the Ministry of Finance on Monday, threatened to beat up or kill Minister Tendai Biti.",ZIM4295,4295
857679,Rioters (Morocco),Gov(Morocco),Protesters (Morocco),February 20 Movement,,2011-06,"5,000 activists from the February 20 pro-democracy movement marched against the newly proposed constitution in the working-class Hay Mohammedi neighborhood of Casablanca. Simultaneously, pro aristocracy supporters marched at the opposite end of Casablanca. Once police dispersed them, government supporters first blocked then attacked with rocks a march by thousands of activists, wounding many.",MOR371,371
857726,Protesters (Egypt),Muslim Brotherhood,,,1,2011-06,"On 25 June 2011, the Muslim Brotherhood organized a silent protest in front of Al Ittihad Club in Alexandria to demand the dismissal of Dr. Yehia El Gamal. [size=no report]",EGY10250,10250
857927,Protesters (Egypt),Gov(Egypt),,,,2011-06,"On 21 June 2011, a limited number of police secretaries staged a protest in front of the house of Major General Mansour Al Issawi, Minister of Interior, located in Mourad Street in Giza, to demand an increase in their wages. [size=several]",EGY10262,10262
858220,Protesters (Central African Republic),Government of the Central African Republic (2003-2013),,,,2011-06,"Obo population, led by state authorities and civil servants, staged a peaceful walk calling for more security and better working conditions in the background of rising LRA violence in the region.",CEN909,909
858261,Protesters (Egypt),Gov(Egypt),,,,2011-06,"On 15 June 2011, dozens of the General Coalition of Police Secretaries, staged a protest at Tahrir Square, to demand the abolition of military courts and arbitrary transfers. [size=dozens]",EGY10261,10261
858311,Protesters (Egypt),Coptic Christian Group (Egypt),,,,2011-06,"On 14 June 2011, thousands of Coptic Christians held a protest in front of the Security Directorate building in Minya to demand authorities to search for two disappeared Christian girls. [size=about 1000]",EGY10571,10571
858359,Protesters (Somalia),Students (Somalia),,,,2011-06,6 students including the Chairman of the Student Association were arrested during demonstrations in Km4 area on 14/06. Some of the demonstrations organizers claimed that the TFG Police used violence against the students and arrested a high number of demonstrators.,SOM7407,7407
858360,Protesters (Somalia),Students (Somalia),,,,2011-06,A peaceful demonstration led by students was organized in KM4. Slogans shouted by the demonstrators were related to peace and education. No violence or destruction of property were reported.,SOM7408,7408
858636,Protesters (Egypt),Labour Group (Egypt),Gov(Egypt),,,2011-06,"On 8 June 2011, four demonstrations occurred in front of the Council of Ministers in Cairo, organized by temporary employees of the Desert Research Center, first graduates of Al Azhar University, employees of Al-Nasr Company, and farmers, blocking the road till their demands are met. Dozens were arrested after the police forces intervened. [size=no report]",EGY10399,10399
858654,Gov(Algeria),Gov(Nigeria),Protesters (Algeria),,,2011-06,Hundreds of jobless youth in the province of Ouargla in south-east Algeria were subject to force by anti-riot police that used force to break up a sit-in they staged in front of the local governments headquarters. Anti-riot police along with the national gendarmerie used 'force' in trying to disperse youth who staged a sit-in to demand jobs.,ALG2805,2805
858913,Protesters (Democratic Republic of Congo),Women (Democratic Republic of Congo),,,,2011-06,Women protesters (DRC) marched in Kinshasha to demand equality at the polls.,DRC5435,5435
859063,Protesters (Egypt),Muslim Group (Egypt),Gov(Egypt),,,2011-05,"On 31 May 2011, the police broke up the sit-in of about 40 imams which lasted for three days in front of the office of the Minister of Endowments, Abdullah Husseini Hilal in Abdeen, due to preventing the minister from practicing his work, and disrupting the work of the ministry. [size=around 40]",EGY10392,10392
859317,Protesters (Kenya),MRC: Mombasa Republican Council,Gov(Kenya),,,2011-05,Riot police dispersed members of the outlawed Mombasa Republican Council [MRC] who had camped outside the Mombasa Law Courts yesterday. The over 100 men were angered after being informed that the hearing of a case in which they are challenging the governments decision to outlaw the organization was halted.,KEN3050,3050
859326,Protesters (Egypt),Labour Group (Egypt),Gov(Egypt),,,2011-05,"On 24 May 2011, dozens of workers applying for work at various oil companies, blocked Magles Al Shab street, and there were verbal altercations and quarrels that almost reached violent clashes between them, and car drivers.The army intervened to disperse them after the road was blocked for nearly half an hour. [size=dozens]",EGY10398,10398
859481,Protesters (Egypt),Bedouin Ethnic Group (Egypt),,,,2011-05,"On 21 May 2011, hundreds of Sinai Bedouins participated in a sit-in on the Egyptian-Israeli border in central Sinai according to local sources. [size=hundreds]",EGY10218,10218
859544,Protesters (Egypt),Coptic Christian Group (Egypt),,,,2011-05,Coptic Christians engaged in a sit-in protest in front of the state TV and radio building have extended their demonstration following clashes outside a church in Ein Shams and the delay of a permit for the opening of a church in Minya.,EGY1104,1104
859593,Protesters (Nigeria),Women (Nigeria),,,,2011-05,"Representatives of various groups and associations in Abuja staged a protest march to the national assembly to demand the immediate passage of the national health bill. The group of mostly women numbering more than 1,000 carried placards.",NIG3132,3132
859614,Protesters (Kenya),Women (Kenya),Gov(Kenya),,,2011-05,A man was killed and two others are missing in street demonstrations that turned ugly after unidentified gunmen opened fire on protesters in Moyale town. Protesters were demonstrating against the rape of a 19-year-old girl by men suspected to be from a rival community on Sunday.,KEN3046,3046
859644,Protesters (Egypt),Coptic Christian Group (Egypt),,,,2011-05,Despite recent attacks on them Christians reassemble for anti-violence protests against them.,EGY1100,1100
859653,Protesters (Egypt),Coptic Christian Group (Egypt),,,,2011-05,"On 16 May 2011, a large number of Coptic youth in Alexandria, renewed their protest for the second consecutive day in front of Alexandrina Library. [size=large]",EGY10231,10231
859710,Protesters (Egypt),Coptic Christian Group (Egypt),,,,2011-05,"On 15 May 2011, a large number of Coptic youth in Alexandria held a protest in front of Alexandrina Library. [size=large]",EGY10230,10230
859749,Protesters (Egypt),Students (Egypt),Gov(Egypt),,,2011-05,"On 14 May 2011, more than 70 students from technical institutes and diplomas, held a sit-in the office of Dr. Amr Ezzat Salama, Minister of Higher Education, Scientific Research and Technology, at he ministry of Higher Education, after the siege of the office from 3 to 7:30. Police forces intervened to calm the situation. [size=more than 70]",EGY10396,10396
859774,Protesters (Egypt),Coptic Christian Group (Egypt),,,,2011-05,"Violence protesting Christians of the Maspero neighborhood are attacked by unidentified men, 60 injured. The protest itself lasts for 12 days.",EGY1088,1088
859788,Protesters (Egypt),Coptic Christian Group (Egypt),,,,2011-05,"On 13 May 2011, a march from Izbat Al Nakhil near Al-Nozha city (coded as Geo precision 2), was also directed at the Corniche and the headquarters of the Radio and TV Building to join the protesters in condemning the events of Imbabah. [size=no report]",EGY10226,10226
859789,Protesters (Egypt),Coptic Christian Group (Egypt),,,,2011-05,"On 13 May 2011, a marches from Muqattam, was directed at the Corniche and the headquarters of the Radio and TV Building to join the protesters in condemning the events of Imbabah. [size=no report]",EGY10228,10228
859790,Protesters (Egypt),Coptic Christian Group (Egypt),,,,2011-05,"On 13 May 2011, Coptic demonstrators marched from Shubra towards TV building, to join the protesters in condemning the events of Imbabah. [size=no report]",EGY10229,10229
859792,Protesters (Egypt),Coptic Christian Group (Egypt),Gov(Egypt),,,2011-05,"On 13 May 2019, for the sixth consecutive day, thousands of demonstrators flocked to the Radio and TV building, and large numbers from all governorates poured in solidarity with the protesting Coptic youth, demanding national unity and holding perpetrators accountable for the recent events in Imbabah. 22 coalition, movement, front and association representing different national and local entities. Copts confronted four people coming from the direction of the Corniche, over their demand to break up the sit-in in front of the TV building, while security forces broke up the clash and took the four away from the area. [size=thousands]",EGY10391,10391
859793,Protesters (Egypt),Coptic Christian Group (Egypt),,,,2011-05,"On 13 May 2011, a march from Al Maadi was directed at the Corniche and the headquarters of the Radio and TV Building to join the protesters in condemning the events of Imbabah. [size=no report]",EGY10225,10225
859802,Protesters (Uganda),FDC: Forum for Democratic Change,Gov(Uganda),,,2011-05,Police forces fire colored tear gas at commodity protesters in an effort to disperse them. Leaders of the FDC vow to return Monday for continued protests.,UGA3913,3913
859811,Protesters (Egypt),Muslim Brotherhood,,,1,2011-05,Thousands of Alexandria residents attended a Muslim Brotherhood rally to show solidarity with Palestinians.,EGY1084,1084
859814,Protesters (Egypt),Coptic Christian Group (Egypt),,,,2011-05,"On 13 May 2011, Coptic demonstrators marched from Ghamrah towards the TV building, to join the protesters. [size=no report]",EGY10227,10227
859840,Protesters (Uganda),FDC: Forum for Democratic Change; Journalists (Uganda),Gov(Uganda),Gov(Uganda),,2011-05,"Police and soldiers threw up a roadblock outside Entebbe, preventing opposition supporters and journalists from reaching the airport when opposition leader Besigye arrived.",UGA3907,3907
859853,Protesters (Uganda),FDC: Forum for Democratic Change,Gov(Uganda),Gov(Uganda),,2011-05,"Opposition protesters gather along a road in to support their leader Kizza Besigye, who is arriving from Kenya and traveling by motorcade after he was kicked off an airplane in Kenya. Police and other security forces attack supporters along the road, caning them. Military police mounts two road blocks one at the UN base and the second at Kitubulu centre where more crowds are waiting for the opposition leader.",UGA3912,3912
859860,Protesters (Algeria),Students (Algeria); Health Workers (Algeria),Gov(Algeria),,,2011-05,"Police block a protest by striking doctors and health care students who were demanding new government rules in their profession,",ALG2785,2785
859863,Protesters (Egypt),Coptic Christian Group (Egypt),,,,2011-05,Hundreds of Copts in Alexandria demonstrated against the recent violence in Imbaba.,EGY1078,1078
859866,Protesters (Egypt),Bedouin Ethnic Group (Egypt),,,,2011-05,Hundreds of Bedouin blocked roads in South Sinai governorateto demand the release of their relatives.,EGY1080,1080
859867,Protesters (Egypt),Coptic Christian Group (Egypt),,,,2011-05,"On 11 May 2011, more than a thousand Coptic Christians gathered in front of Al Azraa Church of the Virgin in As Sibaiyyah city, demanding the return of a christian girl named 'Christine Wahba' (17 years), who disappeared in Kadri Osman buildings in the city of As Sibaiyyah west of Edfu Center the before. [size=more than a thousand]",EGY10224,10224
859869,Protesters (Uganda),DP: Democratic Party; FDC: Forum for Democratic Change; UPC: Uganda Peoples Congress,Gov(Uganda),,,2011-05,Opposition politicians Norbert Mao and Muhammed Kibirige were arrested after they were arrested as they tried to access the Constitution Square in Kampala to conduct a rally. The politicians were part of a larger group that attempted to access the square in the heart of the city for a rally even after the police had insisted the area was out of bounds. Police used water canons to disperse crowds.,UGA3900,3900
859870,Protesters (Egypt),Coptic Christian Group (Egypt),,,,2011-05,"On 11 May 2011, Copts demonstrating in front of the Radio and TV building refused to negotiate with security leaders to open the road for traffic, until their legitimate demands are met. [size=no report]",EGY10390,10390
859873,Protesters (Uganda),FDC: Forum for Democratic Change,Gov(Uganda),,,2011-05,"Crowds demonstrated calling for the return of Kizza Besigye, currently receiving medical attention in Nairobi for injuries sustained during demonstrations. The crowds demonstration coincided with Musevenis seaerinig-in ceremony.",UGA3902,3902
859880,Protesters (Kenya),Students (Kenya),Gov(Kenya),,,2011-05,Hundreds of students and parents of a public secondary school in Nairobi took to the streets yesterday to protest attempts by the institutions trustees to privatize it.,KEN3044,3044
859922,Protesters (Egypt),Coptic Christian Group (Egypt),,,,2011-05,Christians gathered in front of the state TV and radio building to protest religious violence after a recent attack of two churches that resulted in death and injury.,EGY1074,1074
859931,Protesters (Uganda),Women (Uganda),Gov(Uganda),,,2011-05,Hundreds of women demonstrated in Ugandas capital on Monday over high food prices and brutal tactics employed by police during recent political rallies.,UGA3898,3898
859944,Protesters (Egypt),Salafist Muslim Group (Egypt),Gov(Egypt),,,2011-05,"On 9 May 2011, shots were heard on Al-Sherbini street in Imbabah, causing panic among the people. According to eyewitnesses, the armed forces were forced to fire into the air after reports of the return of Salafists to demonstrate again. [size=no report]",EGY10395,10395
859970,Protesters (Egypt),Coptic Christian Group (Egypt),,,,2011-05,About 30 Copts protested outside the US Embassy in Cairo following violence between Christians and Muslims which killed 12 in the Imbaba neighbourhood of Giza the night before.,EGY1072,1072
860021,Protesters (Egypt),Salafist Muslim Group (Egypt),Gov(Egypt),Gov(Egypt),,2011-05,"On 7 May 2011, the forces of the army, and the security department of Al Wadi Al Jadeed intervened to break the sit-in organized by the Salafists in the city of Kharga by force, after a week of sit-in protest against the return of the National Security Service to manage the State Security headquarters in the province, where more than 15 cars and central security vehicles headed to the headquarters of the sit-in, and surrounded the protesters in Gamal Abdel Nasser Street in Kharga, and the protesters did not show any resistance and they broke the protest. [size=no Report]",EGY10394,10394
860075,Protesters (Egypt),Coptic Christian Group (Egypt),,,,2011-05,"On 6 May 2011, around 1,000 Coptic protesters gathered outside the Cathedral of St. Mark in Al Abbasiyah, and the same inside the cathedral, in response to the Salafists' demonstration in front of the cathedral last Friday. The demonstration came amid an intense security presence. A number of Muslims joined the Coptic demonstration and chanted for national unity. [size=around 1000]",EGY10222,10222
860095,Protesters (Tanzania),CHADEMA: Party for Democracy and Progress,Gov(Tanzania),,,2011-05,Thousands of Mbeya residents yesterday thronged city streets in peaceful demonstrations organised by the opposition Chama cha Demokrasia na Maendeleo (Chadema) to protest the increasing cost of living.,TAZ302,302
860101,Protesters (Uganda),DP: Democratic Party,Gov(Uganda),,,2011-05,Norbert Mao arrested during walk to work protests in the Kampala suburb.,UGA3897,3897
860167,Protesters (Egypt),Students (Egypt),Unidentified Armed Group (Egypt),,,2011-05,Mass comm students engaged in a sit-in at Cairo University to demand the removal of some of its executives were allegedly attacked with molotov cocktails thrown from outside the universities walls. No casualties were reported.,EGY1060,1060
860235,Protesters (Uganda),DP: Democratic Party,Gov(Uganda),,,2011-05,"Supporters celebrated as opposition leader Norbert Mao was released following a fortnight in prison. Supporters walked towards Kampala city centre, but were intercepted by riot police at Lugogo and dispersed by tear gas and rubber bullets.",UGA3894,3894
860297,Protesters (Algeria),Students (Algeria),,,,2011-05,Students protested against 'depreciation' of university degrees in Algiers.,ALG2775,2775
860382,Protesters (Kenya),PUSA: Pokot University Students Association,Gov(Kenya),,,2011-04,"University students from West Pokot County on Thursday held a demonstration over alleged discrimination in the recruitment of employees by an international agency operating in the area. Carrying placards and twigs, the demonstrators blocked the Makutano-Kapenguira road, bringing traffic to a standstill as business people hurriedly closed their shops, fearing looting.",KEN3034,3034
860422,Protesters (Uganda),FDC: Forum for Democratic Change,Gov(Uganda),,,2011-04,"Opposition leader, Kizza Besigye, was arrested as he set out on a walk-to-work demonstration from his home in Kasangati. A crowd of several hundred supporters formed a barrier around Besigye, but police smashed his car window and fired tear gas into the vehicle, breaking the standoff.",UGA3883,3883
860565,Protesters (Uganda),FDC: Forum for Democratic Change,Gov(Uganda),,,2011-04,"Thirty residents of Luweero District were arrested after leading a procession to take food to imprisoned opposition leader, Kizza Besigye.",UGA3882,3882
860816,Protesters (Egypt),Muslim Brotherhood,,,1,2011-04,"On 22 April 2011, thousands of demonstrators, including members of the Muslim Brotherhood, gathered in front of Qaid Ibrahim mosque and later headed towards the northern military area in Sidi Jabir in Alexandria to demand the removal of the current governor of Alexandria whom they accuse of election fraud when he was president of Alexandria University. [size=nearly 5000]",EGY10556,10556
860849,Gov(Uganda),Gov(Uganda),Protesters (Uganda),,,2011-04,Police cleared protesters who were blocking and closing the Masaka highway in the regional coffee transport hub.,UGA3878,3878
860916,Protesters (Sudan),SLM/A-Nur: Sudan Liberation Movement/Army (Abdul Wahid al-Nur Faction),Gov(Sudan),,1,2011-04,"In Deleng, a town in the oil-producing state of South Kordofan that borders Darfur, around 600 Nur supporters marched, chanting slogans against Bashir and state Governor Ahmed Harun. Police fired tear gas and used batons to break up the protest, and a number of people were arrested. Reports of 4 people arrested.",SUD3967,3967
860918,Protesters (Sudan),SLM/A-Nur: Sudan Liberation Movement/Army (Abdul Wahid al-Nur Faction); Students (Sudan),Gov(Sudan),,1,2011-04,"In Nyala, the state capital of South Darfur, around 900 students demonstrated outside the university before they were surrounded by police, who fired tear gas and drove them back inside the compound. Reports of 14 people arrested.",SUD3968,3968
860941,Protesters (Sudan),SLM/A-Nur: Sudan Liberation Movement/Army (Abdul Wahid al-Nur Faction),Gov(Sudan),,1,2011-04,"Thousands of supporters of Darfur rebel chief Abdelwahid Nur protested in Sudan on Wednesday, responding to a call from the exiled leader for uprisings to topple the Khartoum government. Police used tear gas and batons to disperse the demonstrators, arresting 23 and wounding numerous others. Reports of 19 people arrested.",SUD3969,3969
860955,Protesters (Sudan),SLM/A-Nur: Sudan Liberation Movement/Army (Abdul Wahid al-Nur Faction),Gov(Sudan),,1,2011-04,The protesters said they were nine hundred protesters in Wad Madani. They reported that police forces used tear gas and batons to disperse them,SUD3975,3975
860964,Protesters (Morocco),Saharawi Ethnic Group (Morocco),,,,2011-04,"Members of the families of Sahrawi prisoners arrested in November 2010 in Al Ayun, after the dismantling of Gdeim Izik camp by the Moroccan forces, held Wednesday a sit-in outside the Sale Prison (near Rabat),",MOR305,305
860970,Protesters (Sudan),SLM/A-Nur: Sudan Liberation Movement/Army (Abdul Wahid al-Nur Faction),,,1,2011-04,Protesters of Ad Damazin said the police dispersed their protest without arresting any of the 600 hundred protesters. They praised the state government led by the SPLM North Sudan President Malik Agar saying local authorities understand their cause.,SUD3974,3974
860972,Protesters (Kenya),Consumers Federation of Kenya,Gov(Kenya),,,2011-04,"A few hundred activists and demonstrators took the streets of Kenyas two main cities Tuesday to protest against the skyrocketing cost of fuel and basic goods. In the coastal city of Mombasa, a few hundred people mobilized by over 20 civil society groups marched to demand that the government move in to keep a lid on soaring prices.",KEN3029,3029
860973,Protesters (Kenya),Consumers Federation of Kenya,Gov(Kenya),,,2011-04,"A few hundred activists and demonstrators took the streets of Kenyas two main cities Tuesday to protest against the skyrocketing cost of fuel and basic goods. In Nairobi, less than hundred people, mainly civil society members, turned out to vent their anger at the government, arguing that Kenyas leaders were spending the states resources on themselves and not the people.",KEN3030,3030
861051,Protesters (Uganda),FDC: Forum for Democratic Change,Gov(Uganda),,,2011-04,"Opposition leader, Kizza Besigye, arrested as he set out on a walk to work demonstration from his home in Kampala.",UGA3872,3872
861244,Protesters (Uganda),FDC: Forum for Democratic Change,Gov(Uganda),,,2011-04,"An opposition official said police used tear gas against several hundred people taking part in a march in Rukungiri, the western Uganda hometown of opposition leader Kizza Besigye.",UGA3870,3870
861252,Protesters (Egypt),Coptic Christian Group (Egypt),,,,2011-04,"Thousands of Copts marched from Shoubra to Tahrir Square to demand the release of Copts detained during a sit-in outside the state TV and radio building, and to mark 40 days since violence in Muqattam led to the death of a Copt.",EGY1026,1026
861292,Protesters (Uganda),FDC: Forum for Democratic Change,Gov(Uganda),,,2011-04,"Local police battled opposition supporters in the provincial towns of Jinja and Masaka, using teargas to disperse demonstrations held in solidarity with those in Kampala.",UGA3856,3856
861293,Protesters (Uganda),FDC: Forum for Democratic Change,Gov(Uganda),,,2011-04,"Local police battled opposition supporters in the provincial towns of Jinja and Masaka, using teargas to disperse demonstrations held in solidarity with those in Kampala.",UGA3857,3857
861294,Protesters (Uganda),FDC: Forum for Democratic Change,Gov(Uganda),,,2011-04,"Demonstrators sought shelter from police in a local hospital, where police then fired tear gas into the hospital indiscriminately.",UGA3858,3858
861324,Protesters (Uganda),FDC: Forum for Democratic Change,Gov(Uganda),,,2011-04,"Local police battled opposition supporters in the provincial town of Mbale, using teargas to disperse demonstrations held in solidarity with those in Kampala.",UGA3861,3861
861326,Protesters (Uganda),FDC: Forum for Democratic Change; Women (Uganda),Gov(Uganda),,,2011-04,"Police fired on opposition demonstrators, shooting a pregnant woman in the stomach and leaving her in grave condition.",UGA3862,3862
861333,Protesters (Uganda),FDC: Forum for Democratic Change,Gov(Uganda),,,2011-04,"Ugandan opposition resumed protests against rising food and fuel prices in an attempt to press the government to act on inflation. The protest was intercepted by heavily armed anti-riot police, using tear gas and firing into the air to disperse protesters.",UGA3860,3860
861367,Protesters (Algeria),Students (Algeria),Unidentified Armed Group (Algeria),,,2011-04,"Hundreds of students staged a sit-in outside the ministry on 13 April in Ben Aknoun, in the western part of Algiers. A group of young men carrying knives threatened students in a sit-in outside the Ministry of Higher Education and Scientific Research in Algerian capital city [Algiers] after the security forces prevented pharmaceutical students from staging a sit-in outside the presidential palace and presidents office. No reports of injuries.",ALG2754,2754
861422,Protesters (Algeria),Students (Algeria),Gov(Algeria),,,2011-04,"Thousands of anti-regime students marched at the Presidential Palace to protest the 'devaluation' of their qualification. Police dispersed the protestors by force, leaving 30 people injured.",ALG2753,2753
861444,Protesters (Kenya),Muslim Group (Kenya),Gov(Kenya),,,2011-04,Hundreds of Muslims on Tuesday held demonstrations in the streets of Mombasa following the death of a Muslim women in police custody before her remains were buried.,KEN3026,3026
861454,Protesters (Uganda),Students (Uganda),Gov(Uganda),,,2011-04,School students strike over administration in schools across Uganda. Police brought in to quell disruption. The strike degenerated into running battles with police.,UGA3854,3854
861455,Protesters (Uganda),Students (Uganda),Gov(Uganda),,,2011-04,A 16-year-old student of Bubaare Secondary School in Kabale District was on Monday shot dead as the police battled to quell a strike by students.,UGA3855,3855
861478,Protesters (Uganda),FDC: Forum for Democratic Change,Gov(Uganda),,,2011-04,"The Ugandan opposition began a protest in the capital city of Kampala Monday against sky-rocketing food and fuel prices, in an attempt to press the government to act against runaway inflation. Police arrested opposition leader Kizza Besigye for leading the demonstration.",UGA3853,3853
861527,Protesters (Kenya),KEMWA: Kenya Muslim Women Alliance; Women (Kenya),Gov(Kenya),,,2011-04,Hundreds of women in Mombasa [Coast Province] took to the streets protesting the increased cases of youths indulging in drug abuse and joining the Al-Shabab militia group.,KEN3024,3024
861545,Protesters (Uganda),Students (Uganda),,,,2011-04,Scuffles broke out between protesting students and university staff at Mutendwe campus. Protests were over space constraints when making room for new students.,UGA3850,3850
861592,Protesters (Egypt),Gov(Egypt),,,,2011-04,"Tens of thousands of protesterss, including a group of Army Officers, demonstrated for the criminal persecution of Mubarak and his family. Some of those camped in the Square overnight. They were also allegedly demonstrating against the military council.",EGY1014,1014
861761,Protesters (Egypt),Coptic Christian Group (Egypt),Rioters (Egypt),Muslim Group (Egypt),,2011-04,Hundreds of Copts from Al-Kamader village in Minya protested in front of the governorate building to demand that a service center be transformed into a church. This led a group of Muslims to besiege the facility.,EGY1008,1008
861778,Protesters (Sudan),Youth for Change,Gov(Sudan),,,2011-04,"200 graduates marched in El-Fula, a town in South Kordofan state, around 700 kilometres southwest of Khartoum, demanding jobs.",SUD3940,3940
862113,Protesters (Kenya),MCCG: Mkokoni Community Conservation Group,Gov(Kenya),,,2011-03,"As beach plots at the Coast continue to get into the hands of private developers, residents of Lamu County are battling over the remaining parcels of land. the MCCG community group led protesters in a peaceful demonstration as they attempted to block developers from demarcating land for development which they consider a conservation area.",KEN3021,3021
862271,Protesters (Morocco),Teachers (Morocco),Gov(Morocco),,,2011-03,Several people injured when Moroccan police disperse teachers protesting to demand better conditions.,MOR299,299
862283,Protesters (Algeria),CNCD: National Coordination for Change and Democracy,Gov(Algeria),,,2011-03,Police again scuffle with reform protesters.A few dozen demonstrators turned out on May 1 Square in central Algiers with the intention of marching to Martyrs Square some three kilometres (two miles) away.,ALG2740,2740
862288,Protesters (Ivory Coast),Militia (Pro-Laurent Gbagbo),,,,2011-03,"Thousands of youth supporters of Ivory Coasts Laurent Gbagbo gathered around his presidential palace in a show of support, as days of fierce fighting between his security forces and insurgents continued.",CDI1035,1035
862350,Protesters (Egypt),Coptic Christian Group (Egypt),,,,2011-03,"2,000 gather in Tahrir Square to call for ousted President Mubarak to be put on trial without delay. They also called for other former government figures to be tried for corruption and for the release of political prisoners. Copts called for an end to ethnic and religious strife in an adjacent protest.",EGY996,996
862533,Protesters (Sudan),Students (Sudan); Youth for Change,Gov(Sudan),,,2011-03,"In Wad Medani, a town 200 kilometres (125 miles) south of Khartoum, a group of around 200 students and civilians responded to the call for protests, but riot police fired tear gas to disperse the demonstrators and made a number of arrests.",SUD3924,3924
862551,Protesters (Sudan),Youth for Change,Gov(Sudan),,,2011-03,Security fears and a heavy deployment of riot police in Khartoum and other northern Sudan cities on Monday prevented planned anti-regime protests from materialising. Protesters at Khartoums main bus station were scattered by riot police who used tear gas and beat them with sticks,SUD3925,3925
862565,Protesters (Sudan),Students (Sudan),Gov(Sudan),,,2011-03,"A group of 200 students and other civilians gather to protest the ruling National Congress Party, shouting 'we want freedom'. Police dispersed the crowd and made arrests.",SUD3923,3923
862566,Protesters (Sudan),Youth for Change,Gov(Sudan),,,2011-03,Police vehicles surrounded the Islamic University of Omdurman in response to attempted protests there.,SUD3922,3922
862894,Protesters (Egypt),Students (Egypt),Gov(Egypt),,,2011-03,Mass comm students engaged in a sit-in at Cairo University say the military violently intervened to disperse them. A military spokesman says that they intervened peacefully as the protesters were blocking professors from leaving the university. The event occurred sometime after the sit-in started in March.,EGY987,987
862901,Protesters (Uganda),Students (Uganda),Gov(Uganda),,,2011-03,"Students of Gulu School of Clinical Officers on Monday boycotted their end of semester examinations, citing irregularities in the new examinations system. Heavy police presence was deployed in anticipation of violence. Calm was only restored in the campus after a meeting between the administration, students leaders and representatives of other stakeholders.",UGA3843,3843
863025,Protesters (Uganda),UPC: Uganda Peoples Congress,Gov(Uganda),,,2011-03,"Police forces halted and dispersed opposition protests in Jinja, as UPC supporters claimed vote irregularities allowed NRM candidate to win in national elections. The UPC candidate sustained injuries.",UGA3841,3841
863030,Protesters (Uganda),Students (Uganda),Gov(Uganda),,,2011-03,Students demonstrated at Mutesa I Royal University in Buganda over university administration and poor hygiene.,UGA3838,3838
863104,Protesters (Egypt),Coptic Christian Group (Egypt),,,,2011-03,"1,000 Christians gather to protest the burning of a Church last week.",EGY980,980
